PROV861;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;x
PROV862;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;x
PROV865;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;x
PROV866;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;Nikopolis;x
PROV867;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;x
PROV868;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;Dorylaeum;x
PROV869;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;x
PROV873;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;x
PROV874;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;Polydorion;x
PROV875;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;Attalia;x
PROV876;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;x
PROV878;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;x
PROV879;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;x
PROV888;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;Acilisene;x
PROV894;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;Antioch;x
PROV958;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;Kyiv;x
PROV962;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;Chernihiv;x
PROV2533;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;Nový Trh;x
